[ABL] ALGO=gwo ABLATION=nodwt RUN=11 at Wed Jun 10 09:15:28 AM +03 2026
[2026-06-10 09:15:30] [ABL] [INFO] Tek kosu: gwo/nodwt/run_011, seed=709571
[2026-06-10 09:15:30] [ABL] [INFO]   Ablation: DWT KAPALI — ham sinyal direkt BiLSTM (level=1)
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] [ABLATION] use_dwt=False (DWT kapali, ham sinyal)
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] DB: ablation_runs/gwo_nodwt/run_011/gwo_running.db
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] Seed: 709571
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-10 09:17:24] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 709571 | Pop: 40 | MaxIter: 50
[2026-06-10 09:17:24] [OPT.GWO] [INFO] ============================================================
[2026-06-10 09:17:24] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-10 09:17:24] [OPT.GWO] [INFO] ============================================================
[2026-06-10 09:17:24] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 709571 | Mode: joint
[2026-06-10 09:17:24] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-10 09:17:24] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 0 (I) | wavelet=sym8 | level=7 | mode=periodization | look_back=95 | hidden=147 | layers=2 | dropout=0.325 | lr=0.00039 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 4 (I) | wavelet=coif5 | level=4 | mode=zero | look_back=54 | hidden=114 | layers=1 | dropout=0.309 | lr=0.00292 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 2 (I) | wavelet=db4 | level=5 | mode=zero | look_back=90 | hidden=87 | layers=3 | dropout=0.491 | lr=0.00302 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 1 (I) | wavelet=sym5 | level=6 | mode=zero | look_back=51 | hidden=213 | layers=4 | dropout=0.117 | lr=0.00129 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 3 (I) | wavelet=db4 | level=7 | mode=zero | look_back=88 | hidden=229 | layers=3 | dropout=0.424 | lr=0.00027 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 5 (I) | wavelet=sym8 | level=3 | mode=zero | look_back=87 | hidden=200 | layers=2 | dropout=0.027 | lr=0.00426 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 6 (I) | wavelet=db5 | level=4 | mode=symmetric | look_back=61 | hidden=60 | layers=2 | dropout=0.171 | lr=0.00111 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 8 (I) | wavelet=sym5 | level=6 | mode=zero | look_back=48 | hidden=232 | layers=2 | dropout=0.009 | lr=0.00100 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 7 (I) | wavelet=db4 | level=5 | mode=symmetric | look_back=42 | hidden=173 | layers=1 | dropout=0.274 | lr=0.00063 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 9 (I) | wavelet=sym6 | level=3 | mode=symmetric | look_back=94 | hidden=241 | layers=2 | dropout=0.057 | lr=0.00021 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 10 (I) | wavelet=coif3 | level=3 | mode=symmetric | look_back=85 | hidden=67 | layers=2 | dropout=0.047 | lr=0.00033 | batch=32 | ablation[dwt=False, bi=True]
