[SEQ] ALGO=pso RUN=28 at Sat Jun  6 11:32:53 PM +03 2026
[2026-06-06 23:32:54] [SEQ] [INFO] Tek kosu: pso/run_028, seed=750801
[2026-06-06 23:32:54] [SEQ] [INFO]   Fixed DWT: wavelet=sym6, level=3, mode=zero
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] [SEQUENTIAL] wavelet=sym6, level=3, mode=zero sabit
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] [SEQUENTIAL] Arama boyutu: 6D (BiLSTM only)
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] OPTIMIZER: PSO
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] DB: sequential_runs/pso_seq/run_028/pso_running.db
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] Seed: 750801
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-06 23:33:03] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-06 23:33:03] [OPT.PSO] [INFO] Yeni PSO çalışması başlatıldı | Seed: 750801 | Pop: 40 | MaxIter: 50
[2026-06-06 23:33:03] [OPT.PSO] [INFO] ============================================================
[2026-06-06 23:33:03] [OPT.PSO] [INFO] PSO OPTIMIZASYONU
[2026-06-06 23:33:03] [OPT.PSO] [INFO] ============================================================
[2026-06-06 23:33:03] [OPT.PSO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 750801 | Mode: joint
[2026-06-06 23:33:03] [OPT.PSO] [INFO] Algo params: {'w_start': 0.9, 'w_end': 0.4, 'c1': 2.0, 'c2': 2.0, 'v_max': 0.2}
[2026-06-06 23:33:03] [OPT.PSO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 0 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=85 | hidden=44 | layers=1 | dropout=0.322 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 2 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=35 | hidden=62 | layers=2 | dropout=0.058 | lr=0.00019 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 1 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=29 | hidden=148 | layers=2 | dropout=0.233 | lr=0.00281 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 3 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=43 | hidden=119 | layers=1 | dropout=0.210 | lr=0.00064 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 4 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=78 | hidden=237 | layers=3 | dropout=0.406 | lr=0.00116 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 5 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=60 | hidden=59 | layers=4 | dropout=0.148 | lr=0.00056 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 6 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=63 | hidden=47 | layers=3 | dropout=0.113 | lr=0.00164 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 9 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=78 | hidden=70 | layers=3 | dropout=0.295 | lr=0.00093 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 7 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=45 | hidden=185 | layers=2 | dropout=0.438 | lr=0.00719 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 10 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=62 | hidden=162 | layers=1 | dropout=0.187 | lr=0.00100 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-06 23:33:09] [INFO]  i:T-0 | ind 8 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=26 | hidden=74 | layers=4 | dropout=0.377 | lr=0.00044 | batch=64 | ablation[dwt=True, bi=True]
