[ABL] ALGO=gwo ABLATION=nodwt RUN=8 at Wed Jun 10 09:15:28 AM +03 2026
[2026-06-10 09:15:30] [ABL] [INFO] Tek kosu: gwo/nodwt/run_008, seed=146317
[2026-06-10 09:15:30] [ABL] [INFO]   Ablation: DWT KAPALI — ham sinyal direkt BiLSTM (level=1)
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] [ABLATION] use_dwt=False (DWT kapali, ham sinyal)
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] DB: ablation_runs/gwo_nodwt/run_008/gwo_running.db
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] Seed: 146317
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-10 09:17:24] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-10 09:17:24] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 146317 | Pop: 40 | MaxIter: 50
[2026-06-10 09:17:24] [OPT.GWO] [INFO] ============================================================
[2026-06-10 09:17:24] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-10 09:17:24] [OPT.GWO] [INFO] ============================================================
[2026-06-10 09:17:24] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 146317 | Mode: joint
[2026-06-10 09:17:24] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-10 09:17:24] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 0 (I) | wavelet=db4 | level=5 | mode=symmetric | look_back=72 | hidden=145 | layers=3 | dropout=0.126 | lr=0.00151 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 1 (I) | wavelet=coif4 | level=4 | mode=symmetric | look_back=28 | hidden=220 | layers=2 | dropout=0.449 | lr=0.00011 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 2 (I) | wavelet=sym7 | level=4 | mode=periodization | look_back=38 | hidden=63 | layers=3 | dropout=0.296 | lr=0.00145 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 3 (I) | wavelet=coif5 | level=3 | mode=periodization | look_back=39 | hidden=190 | layers=2 | dropout=0.429 | lr=0.00115 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 4 (I) | wavelet=coif4 | level=5 | mode=zero | look_back=85 | hidden=125 | layers=1 | dropout=0.172 | lr=0.00411 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 5 (I) | wavelet=db7 | level=3 | mode=symmetric | look_back=61 | hidden=122 | layers=3 | dropout=0.243 | lr=0.00727 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 6 (I) | wavelet=db6 | level=3 | mode=zero | look_back=28 | hidden=229 | layers=4 | dropout=0.496 | lr=0.00013 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 7 (I) | wavelet=db5 | level=4 | mode=zero | look_back=42 | hidden=138 | layers=2 | dropout=0.067 | lr=0.00013 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 8 (I) | wavelet=coif3 | level=3 | mode=periodization | look_back=84 | hidden=32 | layers=1 | dropout=0.309 | lr=0.00018 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 9 (I) | wavelet=coif5 | level=3 | mode=periodization | look_back=51 | hidden=62 | layers=3 | dropout=0.056 | lr=0.00019 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 11 (I) | wavelet=db5 | level=3 | mode=zero | look_back=36 | hidden=202 | layers=1 | dropout=0.201 | lr=0.00100 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 10 (I) | wavelet=db5 | level=6 | mode=zero | look_back=47 | hidden=96 | layers=2 | dropout=0.161 | lr=0.00295 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 12 (I) | wavelet=sym5 | level=5 | mode=symmetric | look_back=90 | hidden=166 | layers=2 | dropout=0.468 | lr=0.00069 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 13 (I) | wavelet=sym5 | level=4 | mode=zero | look_back=37 | hidden=83 | layers=2 | dropout=0.499 | lr=0.00141 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 14 (I) | wavelet=sym8 | level=6 | mode=zero | look_back=91 | hidden=80 | layers=3 | dropout=0.058 | lr=0.00374 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 15 (I) | wavelet=db8 | level=3 | mode=zero | look_back=48 | hidden=59 | layers=4 | dropout=0.069 | lr=0.00019 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 16 (I) | wavelet=db7 | level=5 | mode=periodization | look_back=57 | hidden=136 | layers=2 | dropout=0.127 | lr=0.00584 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 17 (I) | wavelet=coif3 | level=4 | mode=periodization | look_back=80 | hidden=92 | layers=4 | dropout=0.107 | lr=0.00020 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 18 (I) | wavelet=db5 | level=4 | mode=symmetric | look_back=75 | hidden=143 | layers=1 | dropout=0.110 | lr=0.00047 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 19 (I) | wavelet=sym8 | level=3 | mode=periodization | look_back=67 | hidden=219 | layers=4 | dropout=0.490 | lr=0.00057 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 20 (I) | wavelet=coif3 | level=3 | mode=symmetric | look_back=79 | hidden=51 | layers=4 | dropout=0.047 | lr=0.00181 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 21 (I) | wavelet=coif5 | level=4 | mode=zero | look_back=67 | hidden=100 | layers=4 | dropout=0.411 | lr=0.00270 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 22 (I) | wavelet=db6 | level=5 | mode=symmetric | look_back=96 | hidden=67 | layers=1 | dropout=0.074 | lr=0.00131 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 23 (I) | wavelet=sym6 | level=4 | mode=zero | look_back=28 | hidden=163 | layers=1 | dropout=0.135 | lr=0.00048 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 24 (I) | wavelet=coif4 | level=3 | mode=symmetric | look_back=60 | hidden=159 | layers=2 | dropout=0.031 | lr=0.00391 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 25 (I) | wavelet=sym7 | level=3 | mode=symmetric | look_back=61 | hidden=159 | layers=1 | dropout=0.322 | lr=0.00051 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 26 (I) | wavelet=coif5 | level=4 | mode=symmetric | look_back=41 | hidden=46 | layers=1 | dropout=0.084 | lr=0.00055 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 27 (I) | wavelet=sym5 | level=7 | mode=zero | look_back=76 | hidden=245 | layers=2 | dropout=0.305 | lr=0.00876 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 28 (I) | wavelet=coif3 | level=3 | mode=zero | look_back=88 | hidden=138 | layers=4 | dropout=0.488 | lr=0.00038 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 29 (I) | wavelet=coif3 | level=5 | mode=symmetric | look_back=31 | hidden=132 | layers=3 | dropout=0.250 | lr=0.00065 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 30 (I) | wavelet=coif4 | level=4 | mode=symmetric | look_back=88 | hidden=218 | layers=1 | dropout=0.457 | lr=0.00016 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 31 (I) | wavelet=sym6 | level=7 | mode=zero | look_back=24 | hidden=231 | layers=3 | dropout=0.456 | lr=0.00051 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 32 (I) | wavelet=coif3 | level=5 | mode=zero | look_back=51 | hidden=131 | layers=3 | dropout=0.050 | lr=0.00578 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 33 (I) | wavelet=db4 | level=7 | mode=zero | look_back=78 | hidden=167 | layers=1 | dropout=0.354 | lr=0.00289 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:17:36] [INFO]  i:T-0 | ind 34 (I) | wavelet=coif4 | level=4 | mode=zero | look_back=72 | hidden=195 | layers=4 | dropout=0.123 | lr=0.00166 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:18:46] [INFO]  i:T-0 | ind 35 (I) | wavelet=coif4 | level=7 | mode=zero | look_back=68 | hidden=148 | layers=3 | dropout=0.390 | lr=0.00055 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:18:47] [INFO]  i:T-0 | ind 36 (I) | wavelet=coif3 | level=3 | mode=periodization | look_back=44 | hidden=65 | layers=4 | dropout=0.099 | lr=0.00011 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 09:19:47] [INFO]  i:T-0 | ind 37 (I) | wavelet=coif3 | level=6 | mode=symmetric | look_back=87 | hidden=84 | layers=3 | dropout=0.340 | lr=0.00193 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 09:19:52] [INFO]  i:T-0 | ind 38 (I) | wavelet=coif5 | level=7 | mode=symmetric | look_back=28 | hidden=88 | layers=1 | dropout=0.265 | lr=0.00051 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 09:19:56] [INFO]  i:T-0 | ind 39 (I) | wavelet=sym6 | level=3 | mode=zero | look_back=30 | hidden=125 | layers=3 | dropout=0.191 | lr=0.00109 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:23] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.060104
[2026-06-10 10:03:23] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.059811
[2026-06-10 10:03:23] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.058880
[2026-06-10 10:03:23] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.058061
[2026-06-10 10:03:23] [OPT.GWO] [INFO] [INIT] Best: 0.058061
[2026-06-10 10:03:23] [OPT.GWO] [INFO] 
============================================================
[2026-06-10 10:03:23] [OPT.GWO] [INFO] GWO ITERATION 1/50
[2026-06-10 10:03:27] [INFO]  i:T-0 | ind 0 (W) | wavelet=sym8 | level=5 | mode=periodization | look_back=54 | hidden=32 | layers=3 | dropout=0.011 | lr=0.00126 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:27] [INFO]  i:T-0 | ind 1 (W) | wavelet=db8 | level=5 | mode=periodization | look_back=41 | hidden=178 | layers=4 | dropout=0.244 | lr=0.00063 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:28] [INFO]  i:T-0 | ind 2 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=53 | hidden=221 | layers=1 | dropout=0.431 | lr=0.00224 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:28] [INFO]  i:T-0 | ind 3 (W) | wavelet=coif5 | level=7 | mode=zero | look_back=56 | hidden=140 | layers=4 | dropout=0.296 | lr=0.00010 | batch=32 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:28] [INFO]  i:T-0 | ind 4 (W) | wavelet=coif4 | level=7 | mode=zero | look_back=48 | hidden=149 | layers=1 | dropout=0.260 | lr=0.00010 | batch=64 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:28] [INFO]  i:T-0 | ind 5 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=58 | hidden=215 | layers=3 | dropout=0.284 | lr=0.00010 | batch=128 | ablation[dwt=False, bi=True]
[2026-06-10 10:03:28] [INFO]  i:T-0 | ind 6 (W) | wavelet=sym5 | level=7 | mode=zero | look_back=43 | hidden=152 | layers=4 | dropout=0.438 | lr=0.00072 | batch=64 | ablation[dwt=False, bi=True]
